distCode,distName,officeCode,officeName,shopNo,month,year,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,cardTypeId,units,gasCylinders,mroAsoApprDate,cardPoolType
532,Adilabad,532001,Talamadugu,1901001,8,2023,39,131,921,2960,960,3091,0,0,148,305,0,0,148,305,1108,3396,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901002,8,2023,20,70,258,1070,278,1140,0,0,306,738,0,0,306,738,584,1878,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901003,8,2023,17,60,158,597,175,657,0,0,118,298,0,0,118,298,293,955,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901004,8,2023,14,45,190,778,204,823,0,0,200,526,1,1,201,527,405,1350,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901005,8,2023,156,529,531,2058,687,2587,0,0,284,746,0,0,284,746,971,3333,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901006,8,2023,40,122,371,1231,411,1353,0,0,119,272,0,0,119,272,530,1625,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901007,8,2023,11,43,225,875,236,918,0,0,315,754,0,0,315,754,551,1672,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901008,8,2023,66,209,142,581,208,790,0,0,160,379,0,0,160,379,368,1169,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901009,8,2023,22,81,245,972,267,1053,0,0,70,188,0,0,70,188,337,1241,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901010,8,2023,117,400,407,1755,524,2155,0,0,399,983,0,0,399,983,923,3138,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901011,8,2023,9,28,438,1455,447,1483,0,0,152,372,1,1,153,373,600,1856,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901012,8,2023,28,72,628,2235,656,2307,0,0,207,473,0,0,207,473,863,2780,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901013,8,2023,23,70,291,1094,314,1164,0,0,138,328,0,0,138,328,452,1492,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901014,8,2023,9,20,84,336,93,356,0,0,88,209,0,0,88,209,181,565,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901015,8,2023,64,234,227,789,291,1023,0,0,130,287,0,0,130,287,421,1310,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901016,8,2023,54,194,436,1898,490,2092,0,0,374,920,0,0,374,920,864,3012,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902001,8,2023,53,185,411,1442,464,1627,0,0,347,860,0,0,347,860,811,2487,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902002,8,2023,38,145,315,1237,353,1382,0,0,134,399,0,0,134,399,487,1781,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902003,8,2023,22,80,191,712,213,792,0,0,127,299,0,0,127,299,340,1091,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902004,8,2023,12,42,151,477,163,519,0,0,81,199,0,0,81,199,244,718,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902005,8,2023,41,128,453,1511,494,1639,0,0,143,345,0,0,143,345,637,1984,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902006,8,2023,28,85,255,1005,283,1090,0,0,215,514,0,0,215,514,498,1604,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902007,8,2023,31,88,179,686,210,774,0,0,239,583,0,0,239,583,449,1357,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902009,8,2023,32,92,276,1025,308,1117,0,0,348,839,0,0,348,839,656,1956,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902010,8,2023,28,101,45,122,73,223,0,0,302,814,0,0,302,814,375,1037,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902011,8,2023,28,87,151,566,179,653,0,0,177,427,0,0,177,427,356,1080,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904001,8,2023,35,101,649,1948,684,2049,0,0,75,172,0,0,75,172,759,2221,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904002,8,2023,48,130,600,1759,648,1889,0,0,54,95,0,0,54,95,702,1984,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904003,8,2023,21,67,435,1490,456,1557,0,0,34,79,0,0,34,79,490,1636,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904004,8,2023,30,95,457,1420,487,1515,0,0,60,143,0,0,60,143,547,1658,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904005,8,2023,41,117,620,1835,661,1952,0,0,110,256,0,0,110,256,771,2208,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904006,8,2023,34,94,372,1068,406,1162,0,0,31,69,0,0,31,69,437,1231,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904007,8,2023,35,113,398,1197,433,1310,0,0,21,45,0,0,21,45,454,1355,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904008,8,2023,13,38,171,497,184,535,0,0,23,53,0,0,23,53,207,588,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904009,8,2023,23,59,326,1039,349,1098,0,0,37,75,0,0,37,75,386,1173,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904010,8,2023,21,58,309,908,330,966,0,0,37,71,0,0,37,71,367,1037,NA,0,0,NA,NA
