distCode,distName,officeCode,officeName,shopNo,month,year,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,cardTypeId,units,gasCylinders,mroAsoApprDate,cardPoolType
532,Adilabad,532001,Talamadugu,1901001,1,2024,39,131,919,2953,958,3084,0,0,150,308,0,0,150,308,1108,3392,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901002,1,2024,20,70,258,1070,278,1140,0,0,306,737,0,0,306,737,584,1877,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901003,1,2024,17,60,158,596,175,656,0,0,117,296,0,0,117,296,292,952,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901004,1,2024,14,45,190,777,204,822,0,0,200,525,1,1,201,526,405,1348,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901005,1,2024,156,528,528,2053,684,2581,0,0,286,747,0,0,286,747,970,3328,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901006,1,2024,40,122,371,1227,411,1349,0,0,119,271,0,0,119,271,530,1620,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901007,1,2024,11,43,225,874,236,917,0,0,315,754,0,0,315,754,551,1671,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901008,1,2024,66,209,142,580,208,789,0,0,160,379,0,0,160,379,368,1168,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901009,1,2024,22,81,244,970,266,1051,0,0,71,190,0,0,71,190,337,1241,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901010,1,2024,117,399,406,1749,523,2148,0,0,396,979,0,0,396,979,919,3127,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901011,1,2024,9,28,436,1452,445,1480,0,0,154,374,1,1,155,375,600,1855,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901012,1,2024,28,72,623,2222,651,2294,0,0,212,483,0,0,212,483,863,2777,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901013,1,2024,23,70,291,1090,314,1160,0,0,138,327,0,0,138,327,452,1487,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901014,1,2024,9,20,84,335,93,355,0,0,88,209,0,0,88,209,181,564,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901015,1,2024,64,234,227,787,291,1021,0,0,130,287,0,0,130,287,421,1308,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901016,1,2024,54,194,436,1898,490,2092,0,0,374,919,0,0,374,919,864,3011,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902001,1,2024,53,183,408,1431,461,1614,0,0,349,858,0,0,349,858,810,2472,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902002,1,2024,38,145,315,1233,353,1378,0,0,134,398,0,0,134,398,487,1776,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902003,1,2024,22,80,191,710,213,790,0,0,127,298,0,0,127,298,340,1088,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902004,1,2024,12,42,150,473,162,515,0,0,81,198,0,0,81,198,243,713,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902005,1,2024,41,127,453,1509,494,1636,0,0,142,343,0,0,142,343,636,1979,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902006,1,2024,28,85,255,1001,283,1086,0,0,214,512,0,0,214,512,497,1598,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902007,1,2024,31,86,179,683,210,769,0,0,239,580,0,0,239,580,449,1349,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902009,1,2024,32,91,276,1019,308,1110,0,0,348,835,0,0,348,835,656,1945,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902010,1,2024,28,100,45,122,73,222,0,0,300,810,0,0,300,810,373,1032,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902011,1,2024,28,87,151,563,179,650,0,0,177,425,0,0,177,425,356,1075,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904001,1,2024,35,101,648,1946,683,2047,0,0,76,173,0,0,76,173,759,2220,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904002,1,2024,48,130,599,1756,647,1886,0,0,55,96,0,0,55,96,702,1982,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904003,1,2024,21,67,428,1478,449,1545,0,0,41,88,0,0,41,88,490,1633,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904004,1,2024,30,95,453,1415,483,1510,0,0,64,146,0,0,64,146,547,1656,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904005,1,2024,41,117,611,1815,652,1932,0,0,119,273,0,0,119,273,771,2205,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904006,1,2024,34,94,371,1063,405,1157,0,0,32,71,0,0,32,71,437,1228,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904007,1,2024,35,113,395,1192,430,1305,0,0,24,50,0,0,24,50,454,1355,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904008,1,2024,13,38,168,492,181,530,0,0,25,57,0,0,25,57,206,587,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904009,1,2024,23,59,325,1034,348,1093,0,0,38,79,0,0,38,79,386,1172,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904010,1,2024,21,58,308,907,329,965,0,0,37,71,0,0,37,71,366,1036,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904011,1,2024,19,61,90,257,109,318,0,0,10,21,0,0,10,21,119,339,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904012,1,2024,30,92,322,1076,352,1168,0,0,44,97,0,0,44,97,396,1265,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904013,1,2024,16,48,327,961,343,1009,0,0,32,70,0,0,32,70,375,1079,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904014,1,2024,20,65,249,764,269,829,0,0,29,50,0,0,29,50,298,879,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904015,1,2024,6,20,99,280,105,300,0,0,10,22,0,0,10,22,115,322,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904016,1,2024,51,157,517,1683,568,1840,0,0,59,134,0,0,59,134,627,1974,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904017,1,2024,8,24,198,649,206,673,0,0,32,77,0,0,32,77,238,750,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904018,1,2024,14,42,278,901,292,943,0,0,25,59,0,0,25,59,317,1002,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904019,1,2024,55,163,519,1651,574,1814,0,0,72,159,0,0,72,159,646,1973,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904020,1,2024,29,69,341,1031,370,1100,0,0,45,87,0,0,45,87,415,1187,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904021,1,2024,43,145,387,1164,430,1309,0,0,38,76,0,0,38,76,468,1385,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904022,1,2024,7,28,257,793,264,821,0,0,21,47,0,0,21,47,285,868,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904023,1,2024,8,30,107,319,115,349,0,0,9,21,0,0,9,21,124,370,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904024,1,2024,2,7,287,857,289,864,0,0,22,41,0,0,22,41,311,905,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904025,1,2024,9,36,573,1873,582,1909,0,0,40,95,0,0,40,95,622,2004,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904026,1,2024,11,26,188,593,199,619,0,0,31,68,0,0,31,68,230,687,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904027,1,2024,1,2,606,1872,607,1874,0,0,55,114,0,0,55,114,662,1988,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904028,1,2024,7,18,200,579,207,597,0,0,20,41,0,0,20,41,227,638,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904029,1,2024,19,66,273,811,292,877,0,0,39,76,0,0,39,76,331,953,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904030,1,2024,13,42,155,444,168,486,0,0,10,16,0,0,10,16,178,502,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904031,1,2024,29,83,322,972,351,1055,0,0,30,62,0,0,30,62,381,1117,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904032,1,2024,21,80,383,1218,404,1298,0,0,19,32,0,0,19,32,423,1330,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904033,1,2024,5,16,179,549,184,565,0,0,17,33,0,0,17,33,201,598,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904034,1,2024,9,25,286,846,295,871,0,0,22,47,0,0,22,47,317,918,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904035,1,2024,34,108,220,744,254,852,0,0,18,41,0,0,18,41,272,893,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904036,1,2024,21,55,146,434,167,489,0,0,9,15,0,0,9,15,176,504,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904037,1,2024,16,49,499,1561,515,1610,0,0,108,240,0,0,108,240,623,1850,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904038,1,2024,125,405,335,1155,460,1560,0,0,14,20,0,0,14,20,474,1580,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905001,1,2024,40,131,283,1055,323,1186,0,0,446,1204,0,0,446,1204,769,2390,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905002,1,2024,8,30,283,1031,291,1061,0,0,138,341,0,0,138,341,429,1402,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905003,1,2024,39,121,262,948,301,1069,0,0,238,594,0,0,238,594,539,1663,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905004,1,2024,16,52,126,474,142,526,0,0,187,502,0,0,187,502,329,1028,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905005,1,2024,30,86,186,634,216,720,0,0,201,481,0,0,201,481,417,1201,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905006,1,2024,14,45,171,595,185,640,0,0,239,662,0,0,239,662,424,1302,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905007,1,2024,38,133,237,886,275,1019,0,0,243,636,0,0,243,636,518,1655,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905008,1,2024,17,60,128,439,145,499,0,0,93,220,0,0,93,220,238,719,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905009,1,2024,28,96,215,701,243,797,0,0,167,395,0,0,167,395,410,1192,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905010,1,2024,33,110,231,916,264,1026,0,0,215,551,0,0,215,551,479,1577,NA,0,0,NA,NA
