distCode,distName,officeCode,officeName,shopNo,month,year,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,cardTypeId,units,gasCylinders,mroAsoApprDate,cardPoolType
532,Adilabad,532001,Talamadugu,1901001,2,2023,39,131,917,2954,956,3085,0,0,152,310,0,0,152,310,1108,3395,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901002,2,2023,19,66,250,1057,269,1123,0,0,315,756,0,0,315,756,584,1879,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901003,2,2023,17,60,154,589,171,649,0,0,122,306,0,0,122,306,293,955,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901004,2,2023,14,45,187,770,201,815,0,0,203,534,1,1,204,535,405,1350,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901005,2,2023,155,525,529,2057,684,2582,0,0,287,755,0,0,287,755,971,3337,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901006,2,2023,39,116,364,1223,403,1339,0,0,127,287,0,0,127,287,530,1626,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901007,2,2023,9,35,218,862,227,897,0,0,324,775,0,0,324,775,551,1672,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901008,2,2023,66,206,137,571,203,777,0,0,165,392,0,0,165,392,368,1169,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901009,2,2023,19,69,242,969,261,1038,0,0,76,203,0,0,76,203,337,1241,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901010,2,2023,118,399,395,1734,513,2133,0,0,410,1006,0,0,410,1006,923,3139,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901011,2,2023,6,15,434,1448,440,1463,0,0,159,392,1,1,160,393,600,1856,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901012,2,2023,29,73,625,2232,654,2305,0,0,209,475,0,0,209,475,863,2780,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901013,2,2023,23,67,288,1090,311,1157,0,0,141,336,0,0,141,336,452,1493,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901014,2,2023,9,20,81,331,90,351,0,0,91,214,0,0,91,214,181,565,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901015,2,2023,70,249,222,781,292,1030,0,0,129,280,0,0,129,280,421,1310,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901016,2,2023,50,177,428,1887,478,2064,0,0,386,948,0,0,386,948,864,3012,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902001,2,2023,51,177,401,1428,452,1605,0,0,359,883,0,0,359,883,811,2488,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902002,2,2023,37,141,312,1234,349,1375,0,0,138,407,0,0,138,407,487,1782,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902003,2,2023,22,80,190,710,212,790,0,0,128,301,0,0,128,301,340,1091,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902004,2,2023,11,39,150,475,161,514,0,0,83,205,0,0,83,205,244,719,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902005,2,2023,41,128,451,1508,492,1636,0,0,145,349,0,0,145,349,637,1985,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902006,2,2023,29,87,252,998,281,1085,0,0,217,521,0,0,217,521,498,1606,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902007,2,2023,30,84,174,673,204,757,0,0,245,600,0,0,245,600,449,1357,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902009,2,2023,32,92,268,1012,300,1104,0,0,356,853,0,0,356,853,656,1957,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902010,2,2023,24,83,31,105,55,188,0,0,320,849,0,0,320,849,375,1037,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902011,2,2023,25,75,149,563,174,638,0,0,182,442,0,0,182,442,356,1080,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904001,2,2023,35,101,652,1973,687,2074,0,0,75,172,0,0,75,172,762,2246,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904002,2,2023,48,130,610,1773,658,1903,0,0,45,85,0,0,45,85,703,1988,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904003,2,2023,21,67,438,1494,459,1561,0,0,31,77,0,0,31,77,490,1638,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904004,2,2023,30,95,456,1419,486,1514,0,0,61,144,0,0,61,144,547,1658,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904005,2,2023,40,110,625,1845,665,1955,0,0,106,252,0,0,106,252,771,2207,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904006,2,2023,35,95,377,1076,412,1171,0,0,25,60,0,0,25,60,437,1231,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904007,2,2023,35,113,401,1202,436,1315,0,0,18,40,0,0,18,40,454,1355,NA,0,0,NA,NA
