distCode,distName,officeCode,officeName,shopNo,month,year,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,cardTypeId,units,gasCylinders,mroAsoApprDate,cardPoolType
532,Adilabad,532001,Talamadugu,1901001,4,2025,39,126,919,2973,958,3099,0,0,149,307,0,0,149,307,1107,3406,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901002,4,2025,20,72,258,1084,278,1156,0,0,306,739,0,0,306,739,584,1895,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901003,4,2025,17,64,158,595,175,659,0,0,117,298,0,0,117,298,292,957,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901004,4,2025,14,50,190,795,204,845,0,0,200,543,1,1,201,544,405,1389,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901005,4,2025,155,533,530,2060,685,2593,0,0,310,799,0,0,310,799,995,3392,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901006,4,2025,40,128,371,1230,411,1358,0,0,119,270,0,0,119,270,530,1628,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901007,4,2025,10,38,226,900,236,938,0,0,315,764,0,0,315,764,551,1702,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901008,4,2025,64,202,144,608,208,810,0,0,160,397,0,0,160,397,368,1207,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901009,4,2025,24,93,244,991,268,1084,0,0,69,180,0,0,69,180,337,1264,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901010,4,2025,116,402,408,1802,524,2204,0,0,395,984,0,0,395,984,919,3188,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901011,4,2025,9,30,436,1462,445,1492,0,0,154,385,1,1,155,386,600,1878,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901012,4,2025,28,73,623,2226,651,2299,0,0,212,485,0,0,212,485,863,2784,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901013,4,2025,25,85,291,1112,316,1197,0,0,136,326,0,0,136,326,452,1523,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901014,4,2025,9,20,84,345,93,365,0,0,88,214,0,0,88,214,181,579,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901015,4,2025,64,242,227,815,291,1057,0,0,130,294,0,0,130,294,421,1351,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901016,4,2025,58,220,436,1960,494,2180,0,0,370,937,0,0,370,937,864,3117,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902001,4,2025,55,190,408,1431,463,1621,0,0,347,848,0,0,347,848,810,2469,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902002,4,2025,39,151,315,1273,354,1424,0,0,133,400,0,0,133,400,487,1824,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902003,4,2025,22,85,191,719,213,804,0,0,127,299,0,0,127,299,340,1103,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902004,4,2025,12,43,150,469,162,512,0,0,87,212,0,0,87,212,249,724,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902005,4,2025,41,125,453,1517,494,1642,0,0,142,348,0,0,142,348,636,1990,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902006,4,2025,28,88,255,1004,283,1092,0,0,214,512,0,0,214,512,497,1604,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902007,4,2025,31,84,179,699,210,783,0,0,239,587,0,0,239,587,449,1370,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902009,4,2025,32,90,276,1045,308,1135,0,0,347,853,0,0,347,853,655,1988,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902010,4,2025,28,100,45,125,73,225,0,0,301,827,0,0,301,827,374,1052,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902011,4,2025,29,92,150,570,179,662,0,0,176,431,0,0,176,431,355,1093,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904001,4,2025,36,109,648,1960,684,2069,0,0,75,174,0,0,75,174,759,2243,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904002,4,2025,48,141,597,1753,645,1894,0,0,55,100,0,0,55,100,700,1994,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904003,4,2025,21,68,428,1481,449,1549,0,0,41,92,0,0,41,92,490,1641,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904004,4,2025,30,99,453,1441,483,1540,0,0,64,150,0,0,64,150,547,1690,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904005,4,2025,41,116,611,1820,652,1936,0,0,119,272,0,0,119,272,771,2208,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904006,4,2025,34,94,371,1057,405,1151,0,0,32,70,0,0,32,70,437,1221,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904007,4,2025,35,113,395,1216,430,1329,0,0,24,53,0,0,24,53,454,1382,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904008,4,2025,13,39,168,496,181,535,0,0,25,62,0,0,25,62,206,597,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904009,4,2025,22,53,326,1060,348,1113,0,0,38,80,0,0,38,80,386,1193,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904010,4,2025,21,59,308,925,329,984,0,0,37,75,0,0,37,75,366,1059,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904011,4,2025,19,60,90,257,109,317,0,0,10,21,0,0,10,21,119,338,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904012,4,2025,29,87,323,1102,352,1189,0,0,44,99,0,0,44,99,396,1288,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904013,4,2025,16,45,327,988,343,1033,0,0,32,75,0,0,32,75,375,1108,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904014,4,2025,20,68,249,784,269,852,0,0,29,51,0,0,29,51,298,903,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904015,4,2025,6,21,99,285,105,306,0,0,10,22,0,0,10,22,115,328,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904016,4,2025,50,160,517,1693,567,1853,0,0,59,149,0,0,59,149,626,2002,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904017,4,2025,8,25,198,652,206,677,0,0,32,80,0,0,32,80,238,757,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904018,4,2025,14,43,278,921,292,964,0,0,25,62,0,0,25,62,317,1026,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904019,4,2025,55,173,519,1679,574,1852,0,0,72,160,0,0,72,160,646,2012,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904020,4,2025,29,69,341,1068,370,1137,0,0,45,91,0,0,45,91,415,1228,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904021,4,2025,43,155,387,1184,430,1339,0,0,38,81,0,0,38,81,468,1420,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904022,4,2025,7,28,255,803,262,831,0,0,22,52,0,0,22,52,284,883,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904023,4,2025,8,32,107,316,115,348,0,0,9,22,0,0,9,22,124,370,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904024,4,2025,2,7,287,857,289,864,0,0,22,44,0,0,22,44,311,908,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904025,4,2025,8,30,574,1909,582,1939,0,0,40,99,0,0,40,99,622,2038,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904026,4,2025,11,26,188,600,199,626,0,0,31,70,0,0,31,70,230,696,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904027,4,2025,1,2,605,1930,606,1932,0,0,55,114,0,0,55,114,661,2046,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904028,4,2025,7,18,200,586,207,604,0,0,20,42,0,0,20,42,227,646,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904029,4,2025,18,64,274,830,292,894,0,0,39,78,0,0,39,78,331,972,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904030,4,2025,13,43,155,451,168,494,0,0,10,16,0,0,10,16,178,510,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904031,4,2025,29,84,322,985,351,1069,0,0,30,63,0,0,30,63,381,1132,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904032,4,2025,21,84,383,1245,404,1329,0,0,23,44,0,0,23,44,427,1373,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904033,4,2025,5,17,179,537,184,554,0,0,17,34,0,0,17,34,201,588,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904034,4,2025,9,24,286,879,295,903,0,0,22,48,0,0,22,48,317,951,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904035,4,2025,34,110,220,766,254,876,0,0,18,43,0,0,18,43,272,919,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904036,4,2025,20,49,147,438,167,487,0,0,9,15,0,0,9,15,176,502,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904037,4,2025,16,53,499,1621,515,1674,0,0,108,247,0,0,108,247,623,1921,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904038,4,2025,119,382,341,1216,460,1598,0,0,14,23,0,0,14,23,474,1621,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905001,4,2025,41,134,283,1032,324,1166,0,0,442,1185,0,0,442,1185,766,2351,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905002,4,2025,9,35,283,1037,292,1072,0,0,136,344,0,0,136,344,428,1416,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905003,4,2025,39,118,262,956,301,1074,0,0,238,598,0,0,238,598,539,1672,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905004,4,2025,16,56,126,460,142,516,0,0,187,514,0,0,187,514,329,1030,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905005,4,2025,30,87,186,626,216,713,0,0,201,492,0,0,201,492,417,1205,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905006,4,2025,14,46,171,592,185,638,0,0,245,673,0,0,245,673,430,1311,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905007,4,2025,37,132,238,880,275,1012,0,0,243,635,0,0,243,635,518,1647,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905008,4,2025,16,54,129,441,145,495,0,0,93,216,0,0,93,216,238,711,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905009,4,2025,28,103,215,699,243,802,0,0,167,413,0,0,167,413,410,1215,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905010,4,2025,35,123,231,938,266,1061,0,0,212,563,0,0,212,563,478,1624,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905011,4,2025,18,69,129,451,147,520,0,0,120,298,0,0,120,298,267,818,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905012,4,2025,63,207,271,980,334,1187,0,0,349,859,0,0,349,859,683,2046,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905013,4,2025,2,7,133,427,135,434,0,0,97,233,0,0,97,233,232,667,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905014,4,2025,39,132,285,1049,324,1181,0,0,291,730,0,0,291,730,615,1911,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905015,4,2025,12,44,195,653,207,697,0,0,231,586,0,0,231,586,438,1283,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905016,4,2025,31,131,14,34,45,165,0,0,133,437,0,0,133,437,178,602,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905017,4,2025,15,59,172,636,187,695,0,0,126,325,0,0,126,325,313,1020,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905018,4,2025,40,177,9,25,49,202,0,0,265,874,0,0,265,874,314,1076,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905019,4,2025,33,143,42,111,75,254,0,0,354,1161,0,0,354,1161,429,1415,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905020,4,2025,11,49,158,613,169,662,0,0,172,428,0,0,172,428,341,1090,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905021,4,2025,37,108,256,1001,293,1109,0,0,310,803,0,0,310,803,603,1912,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905022,4,2025,30,103,149,540,179,643,0,0,237,646,0,0,237,646,416,1289,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905023,4,2025,76,244,160,666,236,910,0,0,122,310,0,0,122,310,358,1220,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905024,4,2025,110,330,968,3889,1078,4219,0,0,36,69,0,0,36,69,1114,4288,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905025,4,2025,21,53,306,1234,327,1287,0,0,22,38,0,0,22,38,349,1325,NA,0,0,NA,NA
532,Adilabad,532005,Bela,1905026,4,2025,35,106,244,946,279,1052,0,0,276,825,0,0,276,825,555,1877,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906001,4,2025,109,381,423,1954,532,2335,0,0,508,1237,5,5,513,1242,1045,3577,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906002,4,2025,61,181,186,835,247,1016,0,0,211,490,3,3,214,493,461,1509,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906003,4,2025,43,137,267,1276,310,1413,0,0,236,590,1,1,237,591,547,2004,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906004,4,2025,67,212,161,762,228,974,0,0,125,272,5,5,130,277,358,1251,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906005,4,2025,65,216,258,1288,323,1504,0,0,190,486,37,37,227,523,550,2027,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906006,4,2025,128,410,493,2175,621,2585,0,0,424,995,4,7,428,1002,1049,3587,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906007,4,2025,31,96,339,1480,370,1576,0,0,330,836,0,0,330,836,700,2412,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906008,4,2025,25,80,127,577,152,657,0,0,97,279,1,1,98,280,250,937,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906009,4,2025,76,252,267,1291,343,1543,0,0,225,555,15,15,240,570,583,2113,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906011,4,2025,134,499,67,214,201,713,0,0,314,1264,16,16,330,1280,531,1993,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906012,4,2025,17,60,154,757,171,817,0,0,141,367,2,2,143,369,314,1186,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906016,4,2025,47,131,159,828,206,959,0,0,163,405,0,0,163,405,369,1364,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906022,4,2025,30,92,401,1472,431,1564,0,0,0,0,8,8,8,8,439,1572,NA,0,0,NA,NA
532,Adilabad,532006,Narnoor,1906023,4,2025,13,34,238,1107,251,1141,0,0,228,554,5,5,233,559,484,1700,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907001,4,2025,137,411,709,3098,846,3509,0,0,636,1711,0,0,636,1711,1482,5220,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907002,4,2025,45,133,325,1485,370,1618,0,0,554,1491,0,0,554,1491,924,3109,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907003,4,2025,169,536,305,1491,474,2027,0,0,376,1001,0,0,376,1001,850,3028,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907004,4,2025,111,444,585,2295,696,2739,0,0,439,1480,0,0,439,1480,1135,4219,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907005,4,2025,49,145,181,891,230,1036,0,0,193,480,0,0,193,480,423,1516,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907006,4,2025,69,205,254,1131,323,1336,0,0,251,632,0,0,251,632,574,1968,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907007,4,2025,101,353,289,1497,390,1850,0,0,230,577,0,0,230,577,620,2427,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907008,4,2025,28,69,141,590,169,659,0,0,120,299,0,0,120,299,289,958,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907009,4,2025,31,104,145,612,176,716,0,0,117,336,0,0,117,336,293,1052,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907010,4,2025,104,319,441,2129,545,2448,0,0,363,967,0,0,363,967,908,3415,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907014,4,2025,164,475,435,1624,599,2099,0,0,78,226,0,0,78,226,677,2325,NA,0,0,NA,NA
532,Adilabad,532007,Indravelly,1907015,4,2025,43,146,330,1267,373,1413,0,0,50,105,0,0,50,105,423,1518,NA,0,0,NA,NA
