distCode,distName,officeCode,officeName,shopNo,month,year,rcNfsaAay,unitsNfsaAay,rcNfsaPhh,unitsNfsaPhh,totalRcNfsa,totalUnitsNfsa,rcStateAay,unitsStateAay,rcStatePhh,unitsStatePhh,rcStateAap,unitsStateAap,totalRcState,totalUnitsState,totalRcs,totalUnits,cardTypeId,units,gasCylinders,mroAsoApprDate,cardPoolType
532,Adilabad,532001,Talamadugu,1901001,1,2023,39,131,917,2956,956,3087,0,0,152,310,0,0,152,310,1108,3397,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901002,1,2023,19,66,249,1057,268,1123,0,0,316,758,0,0,316,758,584,1881,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901003,1,2023,17,60,152,587,169,647,0,0,124,308,0,0,124,308,293,955,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901004,1,2023,14,45,184,769,198,814,0,0,206,538,1,1,207,539,405,1353,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901005,1,2023,155,525,526,2056,681,2581,0,0,290,764,0,0,290,764,971,3345,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901006,1,2023,39,116,363,1220,402,1336,0,0,128,293,0,0,128,293,530,1629,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901007,1,2023,9,35,214,859,223,894,0,0,329,781,0,0,329,781,552,1675,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901008,1,2023,66,206,137,571,203,777,0,0,165,392,0,0,165,392,368,1169,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901009,1,2023,19,69,242,971,261,1040,0,0,76,204,0,0,76,204,337,1244,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901010,1,2023,118,400,393,1736,511,2136,0,0,412,1011,0,0,412,1011,923,3147,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901011,1,2023,6,15,434,1452,440,1467,0,0,159,394,1,1,160,395,600,1862,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901012,1,2023,29,73,625,2243,654,2316,0,0,209,477,0,0,209,477,863,2793,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901013,1,2023,23,70,287,1090,310,1160,0,0,142,340,0,0,142,340,452,1500,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901014,1,2023,9,20,81,332,90,352,0,0,91,216,0,0,91,216,181,568,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901015,1,2023,70,249,222,781,292,1030,0,0,129,280,0,0,129,280,421,1310,NA,0,0,NA,NA
532,Adilabad,532001,Talamadugu,1901016,1,2023,50,177,425,1889,475,2066,0,0,389,953,0,0,389,953,864,3019,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902001,1,2023,51,178,399,1435,450,1613,0,0,362,894,0,0,362,894,812,2507,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902002,1,2023,37,141,311,1238,348,1379,0,0,139,410,0,0,139,410,487,1789,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902003,1,2023,22,80,190,712,212,792,0,0,128,304,0,0,128,304,340,1096,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902004,1,2023,11,39,148,473,159,512,0,0,85,207,0,0,85,207,244,719,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902005,1,2023,41,129,451,1519,492,1648,0,0,146,350,0,0,146,350,638,1998,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902006,1,2023,29,87,251,1005,280,1092,0,0,221,532,0,0,221,532,501,1624,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902007,1,2023,30,84,173,675,203,759,0,0,248,606,0,0,248,606,451,1365,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902009,1,2023,32,93,267,1014,299,1107,0,0,358,858,0,0,358,858,657,1965,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902010,1,2023,24,83,30,104,54,187,0,0,322,857,0,0,322,857,376,1044,NA,0,0,NA,NA
532,Adilabad,532002,Tamsi,1902011,1,2023,25,76,149,564,174,640,0,0,182,443,0,0,182,443,356,1083,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904001,1,2023,35,101,654,1986,689,2087,0,0,76,173,0,0,76,173,765,2260,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904002,1,2023,48,130,612,1787,660,1917,0,0,47,87,0,0,47,87,707,2004,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904003,1,2023,21,68,438,1505,459,1573,0,0,31,77,0,0,31,77,490,1650,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904004,1,2023,30,95,456,1430,486,1525,0,0,63,146,0,0,63,146,549,1671,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904005,1,2023,40,111,625,1857,665,1968,0,0,107,253,0,0,107,253,772,2221,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904006,1,2023,35,96,377,1079,412,1175,0,0,25,60,0,0,25,60,437,1235,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904007,1,2023,35,114,403,1215,438,1329,0,0,18,40,0,0,18,40,456,1369,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904008,1,2023,15,43,175,507,190,550,0,0,18,40,0,0,18,40,208,590,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904009,1,2023,24,61,327,1042,351,1103,0,0,35,77,0,0,35,77,386,1180,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904010,1,2023,22,61,315,926,337,987,0,0,32,64,0,0,32,64,369,1051,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904011,1,2023,22,69,91,266,113,335,0,0,6,12,0,0,6,12,119,347,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904012,1,2023,31,94,333,1098,364,1192,0,0,33,83,0,0,33,83,397,1275,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904013,1,2023,16,48,336,973,352,1021,0,0,24,61,0,0,24,61,376,1082,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904014,1,2023,20,65,259,779,279,844,0,0,21,40,0,0,21,40,300,884,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904015,1,2023,6,20,98,279,104,299,0,0,11,23,0,0,11,23,115,322,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904016,1,2023,51,158,523,1707,574,1865,0,0,54,126,0,0,54,126,628,1991,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904017,1,2023,9,26,205,669,214,695,0,0,26,65,0,0,26,65,240,760,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904018,1,2023,15,46,282,912,297,958,0,0,20,48,0,0,20,48,317,1006,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904019,1,2023,56,166,541,1696,597,1862,0,0,51,130,0,0,51,130,648,1992,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904020,1,2023,30,72,349,1047,379,1119,0,0,37,76,0,0,37,76,416,1195,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904021,1,2023,43,145,389,1172,432,1317,0,0,38,74,0,0,38,74,470,1391,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904022,1,2023,7,29,259,801,266,830,0,0,19,43,0,0,19,43,285,873,NA,0,0,NA,NA
532,Adilabad,532004,Jainad,1904023,1,2023,8,30,106,321,114,351,0,0,10,22,0,0,10,22,124,373,NA,0,0,NA,NA
